doc_id,org,org_full,title,year,lang,topic,doc_type,url,notes
nhs_en_paracetamol_for_children,NHS,"NHS (National Health Service, England)",Paracetamol for children (Calpol) - Other common brands: Panadol,2025,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/paracetamol-for-children/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_pneumonia,NHS,"NHS (National Health Service, England)",Pneumonia,2026,en,respiratorio,hoja_padres,https://www.nhs.uk/conditions/pneumonia/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_poisoning,NHS,"NHS (National Health Service, England)",Poisoning,2025,en,intoxicacion,hoja_padres,https://www.nhs.uk/conditions/poisoning/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_rashes_babies_and_children,NHS,"NHS (National Health Service, England)",Rashes in babies and children,2024,en,piel,hoja_padres,https://www.nhs.uk/symptoms/rashes-babies-and-children/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_reflux_in_babies,NHS,"NHS (National Health Service, England)",Reflux in babies,2025,en,lactante,hoja_padres,https://www.nhs.uk/conditions/reflux-in-babies/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_respiratory_syncytial_virus_rsv,NHS,"NHS (National Health Service, England)",Respiratory syncytial virus (RSV),2024,en,respiratorio,hoja_padres,https://www.nhs.uk/conditions/respiratory-syncytial-virus-rsv/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_ringworm,NHS,"NHS (National Health Service, England)",Ringworm,2023,en,piel,hoja_padres,https://www.nhs.uk/conditions/ringworm/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_roseola,NHS,"NHS (National Health Service, England)",Roseola,2023,en,piel,hoja_padres,https://www.nhs.uk/conditions/roseola/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_scarlet_fever,NHS,"NHS (National Health Service, England)",Scarlet fever,2024,en,piel,hoja_padres,https://www.nhs.uk/conditions/scarlet-fever/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_sepsis,NHS,"NHS (National Health Service, England)",Sepsis,2024,en,urgencias,hoja_padres,https://www.nhs.uk/conditions/sepsis/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_slapped_cheek_syndrome,NHS,"NHS (National Health Service, England)",Slapped cheek syndrome,2024,en,piel,hoja_padres,https://www.nhs.uk/conditions/slapped-cheek-syndrome/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_soothing_a_crying_baby,NHS,"NHS (National Health Service, England)",Soothing a crying baby,2026,en,lactante,hoja_padres,https://www.nhs.uk/baby/caring-for-a-newborn/soothing-a-crying-baby/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_sore_throat,NHS,"NHS (National Health Service, England)",Sore throat,2023,en,orl,hoja_padres,https://www.nhs.uk/symptoms/sore-throat/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_sprains_and_strains,NHS,"NHS (National Health Service, England)",Sprains and strains,2024,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/sprains-and-strains/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_sudden_infant_death_syndrome_sids,NHS,"NHS (National Health Service, England)",Sudden infant death syndrome (SIDS),2025,en,recien_nacido,hoja_padres,https://www.nhs.uk/baby/caring-for-a-newborn/sudden-infant-death-syndrome-sids/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_sunburn,NHS,"NHS (National Health Service, England)",Sunburn,2025,en,piel,hoja_padres,https://www.nhs.uk/conditions/sunburn/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_threadworms,NHS,"NHS (National Health Service, England)",Threadworms,2023,en,digestivo,hoja_padres,https://www.nhs.uk/conditions/threadworms/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_tonsillitis,NHS,"NHS (National Health Service, England)",Tonsillitis,2024,en,orl,hoja_padres,https://www.nhs.uk/conditions/tonsillitis/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_urinary_tract_infections_utis,NHS,"NHS (National Health Service, England)",Urinary tract infections (UTIs),2025,en,general,hoja_padres,https://www.nhs.uk/conditions/urinary-tract-infections-utis/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_washing_and_bathing_your_baby,NHS,"NHS (National Health Service, England)",Washing and bathing your baby,2025,en,crianza,hoja_padres,https://www.nhs.uk/baby/caring-for-a-newborn/washing-and-bathing-your-baby/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_watering_eyes,NHS,"NHS (National Health Service, England)",Watering eyes,2024,en,general,hoja_padres,https://www.nhs.uk/symptoms/watering-eyes/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_whooping_cough,NHS,"NHS (National Health Service, England)",Whooping cough,2025,en,respiratorio,hoja_padres,https://www.nhs.uk/conditions/whooping-cough/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_babys_first_solid_foods,NHS,"NHS (National Health Service, England)",Your baby's first solid foods,2026,en,alimentacion,hoja_padres,https://www.nhs.uk/baby/weaning-and-feeding/babys-first-solid-foods/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_baby_height_and_weight,NHS,"NHS (National Health Service, England)",Your baby's weight and height,2023,en,desarrollo,hoja_padres,https://www.nhs.uk/baby/babys-development/height-weight-and-reviews/baby-height-and-weight/,licence: Open Government Licence v3.0; fetched 2026-09-13
nhsrc_in_asha_young_child_care,NHSRC,"National Health Systems Resource Centre, Ministry of Health & Family Welfare, Government of India",Handbook for ASHA on Home Based Care for Young Child,2021,en,auto,manual,,
puc_manual_pediatria,PUC Chile,Pontificia Universidad Católica de Chile — Escuela de Medicina,Manual de Pediatría,,es,auto,manual,,
rki_de_ratgeber_adenovirus_konjunktivitis,RKI,Robert Koch-Institut (Deutschland),Adenovirus-Konjunktivitis,,de,general,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Adenovirus_Konjunktivitis.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_covid_19,RKI,Robert Koch-Institut (Deutschland),COVID-19,,de,respiratorio,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_COVID-19.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_campylobacter,RKI,Robert Koch-Institut (Deutschland),Campylobacter-Enteritis,,de,digestivo,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Campylobacter.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_diphtherie,RKI,Robert Koch-Institut (Deutschland),Diphtherie,,de,respiratorio,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Diphtherie.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_ehec,RKI,Robert Koch-Institut (Deutschland),EHEC-Erkrankung,,de,digestivo,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_EHEC.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_fsme,RKI,Robert Koch-Institut (Deutschland),"Frühsommer-Meningo­enzephalitis (FSME) und verwandte Virus­enzephalitiden (TBE, tick-borne encephalitis)",,de,general,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_FSME.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_haemophilusinfluenzae,RKI,Robert Koch-Institut (Deutschland),"Haemophilus influenzae , invasive Infektion",,de,respiratorio,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_HaemophilusInfluenzae.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_hfmk,RKI,Robert Koch-Institut (Deutschland),Hand-Fuß-Mund-Krankheit (HFMK),,de,piel,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_HFMK.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_hepatitisa,RKI,Robert Koch-Institut (Deutschland),Hepatitis A,,de,digestivo,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_HepatitisA.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_influenza_saisonal,RKI,Robert Koch-Institut (Deutschland),Influenza (Teil 1): Erkrankungen durch saisonale Influenzaviren,,de,respiratorio,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Influenza_saisonal.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_pertussis,RKI,Robert Koch-Institut (Deutschland),Keuchhusten (Pertussis),,de,respiratorio,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Pertussis.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_kopflausbefall,RKI,Robert Koch-Institut (Deutschland),Kopflausbefall,,de,piel,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Kopflausbefall.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_lymeborreliose,RKI,Robert Koch-Institut (Deutschland),Lyme-Borreliose,,de,piel,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_LymeBorreliose.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_masern,RKI,Robert Koch-Institut (Deutschland),Masern,,de,piel,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Masern.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_meningokokken,RKI,Robert Koch-Institut (Deutschland),"Meningokokken, invasive Erkrankungen (Neisseria meningitidis)",,de,general,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Meningokokken.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_mumps,RKI,Robert Koch-Institut (Deutschland),Mumps,,de,general,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Mumps.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_noroviren,RKI,Robert Koch-Institut (Deutschland),Norovirus-Gastro­enteritis,,de,digestivo,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Noroviren.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_pneumokokken,RKI,Robert Koch-Institut (Deutschland),"Pneumokokken, invasive Infektion",,de,respiratorio,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Pneumokokken.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
rki_de_ratgeber_poliomyelitis,RKI,Robert Koch-Institut (Deutschland),Poliomyelitis,,de,general,hoja_padres,https://www.rki.de/DE/Aktuelles/Publikationen/RKI-Ratgeber/Ratgeber/Ratgeber_Poliomyelitis.html,"licence: Unveränderte Wiedergabe mit korrekter Quellenangabe erlaubt; kommerzielle Nutzung und Bearbeitung nur mit Zustimmung (Impressum, rki.de); fetched 2026-09-02"
